,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10,Q_11,Q_12,Q_13,Q_14,Q_15,risk,risk_label,gender,age,sex_orient
274,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,-2.4599521167710208,safe,female,14,het
275,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.8001878257002106,safe,female,16,het
276,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1.4213123136607158,safe,female,13,het
277,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,-1.1431244008604513,safe,female,14,het
278,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-1.1284147876625081,safe,female,16,het
279,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,-1.5437608480716754,safe,female,16,het
280,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0.993250329917807,risky,female,13,non_het
281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-2.437748047432889,safe,male,15,het
282,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1.8199737599848378,risky,female,17,het
283,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,-3.101694085380843,safe,male,16,het
284,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,-1.6128501439058296,safe,male,14,het
285,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,-1.4277574510268554,safe,male,14,het
286,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-3.4175105504377923,safe,female,15,het
287,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-2.6585383099092024,safe,female,13,het
288,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0.9892341222628822,random,female,15,het
289,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,-2.276684709484023,safe,female,14,non_het
290,0,1,1,1,1,1,0,1,0,1,1,1,0,1,1,2.4155442022627187,risky,female,17,non_het
291,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1.485625938301781,risky,female,14,het
292,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0.8098333025233413,random,female,15,het
293,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1.705775540050734,risky,male,17,het
294,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,2.047426142956624,risky,male,15,het
295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.890325088918534,safe,female,14,het
296,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,1.50467801840762,risky,female,15,het
297,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3.1320640931725823,risky,male,16,het
298,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0.46253272011060614,random,male,15,het
299,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,-1.5896027618829587,safe,female,15,het
300,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0.08539619872614668,random,female,14,het
301,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,2.3227008548000345,risky,male,15,het
302,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,-1.786254105049428,safe,male,16,het
303,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-1.5143991096664102,safe,female,15,het
304,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1.9704714748243082,risky,female,14,non_het
305,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.4841176633830386,safe,male,14,non_het
306,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,-3.595412804743335,safe,female,13,non_het
307,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2.9514211327385107,risky,male,14,het
308,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0.23706184124260843,risky,female,17,het
309,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2.6741555195434517,risky,male,17,het
310,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1.5141041313800288,risky,male,15,het
311,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,2.3493776192143554,risky,male,14,het
312,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1.9627180173846652,risky,male,17,non_het
313,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2.5295138037741696,risky,female,16,non_het
314,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,-1.5195483775457181,random,female,14,het
315,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1.992030640819986,risky,female,16,het
316,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,-1.9773808326780367,safe,male,15,het
317,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,-0.8343100510042123,safe,male,13,het
318,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,-1.9186074472752277,safe,female,13,het
319,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,2.1911287719179535,risky,female,14,het
320,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,-1.5272499213014012,safe,female,17,het
321,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1.73986345101736,risky,male,16,het
322,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,-0.5110550356889523,random,male,14,het
323,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1.6619382625148016,risky,male,16,het
324,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,2.596737260870266,risky,female,17,het
325,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1.4742157402130676,risky,female,17,het
326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-3.3054474161238527,safe,male,14,het
327,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,3.6849531451780777,risky,female,17,het
328,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,2.473806583193382,risky,female,17,het
329,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,-1.511008952864681,safe,male,17,het
330,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,-2.0081886599437238,safe,male,15,het
331,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,-2.9564305809359115,safe,male,13,het
332,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,-2.174808030286112,safe,male,13,het
333,0,0,1,1,0,0,1,1,1,1,0,0,1,1,0,-0.2578454142423561,safe,male,14,het
334,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,-2.377095933903963,safe,male,15,het
335,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.4926811907853414,safe,male,15,non_het
336,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0.9698931857482174,risky,female,16,non_het
337,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,-1.0421961419738925,safe,male,13,het
338,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,-1.8708920812519407,safe,female,15,het
339,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-1.851811899109331,safe,male,13,non_het
340,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1.2096940997891872,risky,female,14,het
341,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,-3.790863574726494,safe,female,16,het
342,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,-1.2932327008151143,safe,male,14,het
343,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,2.2706251941140794,risky,male,13,het
344,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,2.085927210081458,risky,female,16,het
345,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,-0.3291084545226328,safe,male,15,het
346,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3.752674596375518,risky,female,17,non_het
347,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0.6392985050681531,random,male,13,het
348,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1.0789665275280933,random,female,13,het
349,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,-1.0672943607364804,safe,female,14,het
350,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,-0.6792140515895134,random,female,13,non_het
351,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,-2.0083529492094443,safe,female,17,het
352,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,-1.763600641805561,safe,male,13,het
353,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0.5869394668316291,random,female,16,het
354,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,-0.05834513960179796,random,male,13,het
355,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1.2505481489251007,risky,female,13,het
356,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,2.3848165797501872,risky,female,14,het
357,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,-1.7275753536149718,safe,male,14,non_het
358,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1.4609089447388854,random,male,13,het
359,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,2.516862903621162,risky,female,13,het
360,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1.2743055946056658,risky,female,17,het
361,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1.6647311595168885,risky,female,16,non_het
362,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1.6328999913367093,safe,male,17,het
363,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,2.5181207835769635,risky,male,17,het
364,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1.8153521326038429,risky,male,17,het
365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.6583778263459936,risky,male,17,het
366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.2973426254958946,safe,female,15,het
367,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1.3171492099744517,risky,female,15,het
368,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.3091651460489244,safe,male,13,het
369,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1.889660744387445,risky,male,17,het
370,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,-2.569674139149493,safe,female,13,non_het
371,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0.4833052058598637,random,female,17,het
372,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.3244595353662486,random,female,16,non_het
373,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,-2.580356266217524,safe,male,15,het
374,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-2.1027603904538523,safe,male,17,het
375,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-3.621180834964792,safe,male,14,het
376,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1.72490494473078,risky,female,17,het
377,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2.483922138914585,risky,female,17,het
378,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,3.317159610362406,risky,female,14,het
379,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,-1.520050988096845,safe,male,13,het
380,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,-2.483627343554766,safe,female,14,het
381,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,2.2044576056874785,risky,female,16,non_het
382,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1.6910699187120704,risky,male,15,non_het
383,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,-0.3738766734553417,random,female,15,het
384,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,-1.6188639156009903,safe,male,16,het
385,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,2.668138159856317,risky,male,16,het
386,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,-2.506697738697855,safe,male,15,het
387,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,-1.4530695495745196,safe,male,15,non_het
388,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,2.039097662331403,risky,female,17,non_het
389,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,-0.6534717810167507,random,male,17,het
390,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1.9281972521816269,risky,male,14,non_het
391,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1.6988428527075228,risky,female,15,het
392,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-2.3080523810030606,safe,female,13,het
393,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,2.2763201261296024,risky,female,16,non_het
394,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,-1.0185491604676322,safe,male,15,het
395,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2.0995193080100716,risky,male,17,het
396,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,-0.22221267719439083,random,female,13,het
397,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-2.587300852013409,safe,male,15,het
398,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,-0.3672530890739538,random,female,16,het
399,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,-2.374026724744848,safe,male,14,het
400,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-2.6947789550295065,safe,male,15,het
401,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.4315177423526855,safe,female,13,het
402,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1.1242281730864607,risky,female,16,het
403,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,-1.6842221403975528,safe,male,14,het
404,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0.07743321942903102,random,male,16,het
405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.097883802934125,safe,female,14,het
406,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1.646983132122802,risky,male,17,het
407,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1.8619785129350883,risky,male,14,het
408,0,1,1,0,0,0,0,1,0,1,1,1,0,0,1,-1.7828715178368746,safe,male,14,het
409,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,-2.713221797833125,safe,female,14,het
410,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,-0.616703074884678,safe,female,15,het
411,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,-2.3014597635666845,safe,male,16,het
412,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2.170386968438719,risky,female,17,het
413,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,-1.9204090918764518,safe,male,15,het
414,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0.18006540686762745,random,male,14,het
415,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2.0337915495914056,risky,female,14,het
416,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,-0.2582356011956096,random,male,13,het
417,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,-1.2890510479461712,safe,male,14,het
418,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,3.06539513230587,risky,male,16,het
419,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1.203892938759057,risky,female,16,het
420,0,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1.397350216117039,random,male,17,het
421,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,-0.9133519799596614,safe,female,13,het
422,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-2.6690996344052627,safe,male,16,non_het
423,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,-1.838472905060207,safe,female,16,het
424,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,-1.6325579046831038,safe,female,13,het
425,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,2.3257536029614707,risky,female,15,het
426,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0.10631227392153655,random,female,16,het
427,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,2.3818347023845874,risky,male,17,het
428,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0.9935398758158656,risky,female,15,het
429,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,-1.5264000191391092,safe,male,13,het
430,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1.4521242176614497,risky,male,17,het
431,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.9260811873622055,safe,male,13,het
432,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2.885665346083683,risky,male,16,het
433,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1.6221433327972279,risky,male,14,het
434,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,2.0904578982871094,risky,female,17,het
435,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1.847904179366042,risky,male,15,het
436,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2.494275150730452,risky,female,13,het
437,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2.442039985499447,risky,male,15,het
438,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,-3.0276885057310023,safe,male,17,het
439,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,-1.0907055126345395,safe,female,15,het
440,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0.6477843448672498,risky,male,14,non_het
441,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,-2.2455487462649613,safe,male,13,het
442,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,2.2399141071434587,risky,male,17,het
443,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-1.884800483377003,safe,male,14,non_het
444,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,2.3221383025030677,risky,male,17,het
445,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1.452312396576697,risky,male,13,non_het
446,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1,1.4074810014947783,risky,female,15,non_het
447,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-2.3898480049352333,safe,female,15,het
448,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,-2.6087367445966816,safe,male,14,het
449,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,-2.075778782213344,safe,male,16,non_het
450,1,1,0,0,0,1,1,1,1,0,0,1,1,1,1,1.4075669887490672,random,male,13,het
451,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1.544444977611444,risky,male,16,het
452,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,-1.22185078885573,safe,male,15,het
453,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.9340091995534138,random,male,13,non_het
454,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,-3.0436846035910623,safe,male,15,het
455,0,1,1,0,0,1,0,0,1,0,1,1,0,1,0,0.1689724253129522,random,male,13,het
456,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,-1.2191065424751355,safe,male,13,het
457,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0.9792091246085404,risky,male,16,het
458,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2.62676293373264,risky,female,13,non_het
459,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-3.635281741353485,safe,male,13,het
460,1,1,0,0,0,1,0,1,1,1,1,0,0,1,1,2.1676440577004072,risky,male,15,het
461,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,-1.2733422467774633,safe,male,14,het
462,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,2.530221833865726,risky,female,17,non_het
463,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,2.033395312102232,risky,male,15,het
464,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,-1.3973142745056466,safe,male,14,het
465,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1,2.2681829334371097,risky,male,15,non_het
466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3598373332386426,safe,male,15,het
467,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,-0.7607109665691618,random,male,15,het
468,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.100893633933082,safe,male,13,het
469,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,-0.33120288862563674,random,male,16,het
470,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,-1.8843806892729045,safe,male,16,non_het
471,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,-1.7774693433541737,safe,female,15,het
472,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0.0349865212221299,random,female,15,het
473,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,2.979123367690352,risky,male,13,het
474,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-2.0946347075075056,safe,female,17,het
475,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,3.08794921281942,risky,female,13,het
476,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1.8512618510445331,risky,female,17,het
477,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0.9085207668221721,random,female,17,het
478,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,-1.258627327207643,safe,female,14,non_het
479,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,-0.9386535359358653,random,female,16,het
480,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1.690268652182455,risky,male,17,het
481,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1.8515968643221203,risky,male,17,het
482,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1.476807006581378,risky,female,16,het
483,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,-0.7335754224476461,random,male,15,het
484,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,-0.5925917612741737,random,female,14,non_het
485,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,3.503151435517594,risky,female,13,non_het
486,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,-1.2493443125446997,safe,male,15,het
487,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-2.693847343152585,safe,male,16,non_het
488,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2.2511453517031725,risky,male,17,het
489,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1.3346258328892446,risky,female,17,non_het
490,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0.27589407152166523,random,male,17,non_het
491,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1.3809816135845434,risky,male,17,non_het
492,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,-3.0361814624875696,safe,male,14,het
493,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,-0.6684645666598039,safe,female,17,non_het
494,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,-0.3109012237379536,random,female,14,het
495,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,-0.8037821491249957,random,female,14,non_het
496,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-2.8403983027418147,safe,female,13,het
497,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1.8330443831656327,risky,female,17,het
498,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.9722825908954176,safe,male,15,het
499,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-3.2299369650017056,safe,male,15,het
