,Q_1,Q_2,Q_3,Q_4,Q_5,Q_6,Q_7,Q_8,Q_9,Q_10,Q_11,Q_12,Q_13,Q_14,Q_15,alpha_risk,risk_label,gender,age,sex_orient,immigrant
262,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.542841515608117,safe,0,3,1,0
263,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,-1.7133776649592414,safe,1,1,0,1
264,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,-0.991875192943019,risky,0,3,0,0
265,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0.1483784807210276,risky,0,3,0,0
266,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,-2.834172961272309,safe,0,4,1,1
267,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,-2.246217741886583,safe,0,3,0,0
268,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.4554327249653523,safe,0,2,0,0
269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.3860698220220553,safe,0,0,0,1
270,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,-2.04093820020235,safe,1,0,0,0
271,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,-1.3020699901592638,safe,0,3,0,1
272,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0.5380554435193254,risky,0,1,0,0
273,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,-2.152592914876156,safe,0,0,0,0
274,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-3.186058189610475,safe,1,3,0,0
275,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,-0.13226276134991577,risky,0,0,0,0
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8331279918222112,safe,0,1,0,0
277,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,-1.5337118815952249,safe,1,0,0,0
278,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,-0.4718930943006754,risky,1,2,0,0
279,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2.838031844745363,risky,1,4,1,0
280,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-3.3601078923637733,safe,0,2,0,0
281,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0.8408544901404054,risky,0,2,1,1
282,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0.12102885976490096,risky,1,0,0,0
283,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,-1.1623862881322982,safe,1,0,0,0
284,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,-2.549186465380304,safe,1,3,0,0
285,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,-1.4506596904988482,safe,0,3,0,0
286,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,-2.2664785736223747,safe,0,3,0,0
287,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0.0539715089709798,risky,1,3,0,0
288,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,-1.816800803931305,safe,0,0,1,1
289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.8117906750836938,risky,1,3,1,0
290,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0.8153331295538018,risky,0,0,0,0
291,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-1.3254897147778424,safe,0,0,0,1
292,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,-2.2238566992098723,safe,0,4,0,1
293,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,-1.5719082284254622,safe,1,3,0,0
294,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,-1.687292739362031,safe,1,0,0,0
295,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,-1.6189696983679738,safe,1,4,0,1
296,1,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0.008966343427326107,risky,1,1,0,1
297,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-2.0266108890994956,safe,1,2,0,0
298,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,-1.8428038016060226,safe,1,3,0,0
299,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,-0.3014067738071674,risky,0,0,1,0
300,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-1.0834600907218142,safe,0,4,0,0
301,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,-2.9666663234218467,safe,1,1,0,0
302,0,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0.8060373145200678,risky,0,2,0,1
303,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,-1.106947022439453,risky,1,0,0,0
304,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,-1.2590262898784763,safe,0,2,0,1
305,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.4263481034398593,safe,1,2,0,0
306,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,2.0177898185075884,risky,0,1,0,1
307,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,-1.1130109018323782,safe,0,3,0,0
308,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,3.5336894701315007,risky,1,2,1,0
309,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,-2.329001342830806,safe,0,1,1,0
310,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,-2.6964962359521603,safe,1,4,0,0
311,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,-0.28112978706521774,risky,1,3,0,1
312,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1.4390475108504566,risky,1,2,0,0
313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.065736209103304,safe,1,4,0,1
314,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,-1.967141267151111,safe,0,2,1,0
315,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,-1.5732632420749348,safe,0,1,0,0
316,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1.3962065888133668,risky,0,2,1,0
317,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,-1.3719523957757624,safe,1,0,1,0
318,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,2.0362270101970124,risky,0,1,0,0
319,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,-2.6605742422422067,safe,0,3,0,0
320,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1.2569872220477818,risky,0,1,0,0
321,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,-1.259867485311355,safe,1,3,0,0
322,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,-1.5603813103887738,safe,0,3,0,0
323,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-1.7051213348243064,safe,0,2,1,0
324,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1.072897302220439,risky,1,4,0,0
325,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,-1.7749137159701676,safe,1,4,1,0
326,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1.4013630040263907,risky,0,1,0,0
327,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,-2.2404803122913703,safe,0,0,1,0
328,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0.20096267920203975,risky,1,3,1,0
329,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,2.2828677196848925,risky,0,0,0,1
330,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,-0.2919849155187705,risky,1,1,0,1
331,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-0.9870115601023415,safe,0,3,1,1
332,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,-1.915782823010323,risky,1,4,0,0
333,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-1.989387253314883,safe,0,3,0,0
334,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0.6177777763262526,risky,0,1,1,0
335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.7670332797926127,safe,0,1,0,0
336,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,-1.0812553588516645,risky,0,1,1,0
337,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,-2.1167586325223944,safe,0,1,0,0
338,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,-2.0481549780329815,safe,0,4,0,0
339,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,-1.975954147961774,safe,1,0,0,0
340,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-2.3739461385517746,safe,1,1,0,0
341,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1.5377479570211383,risky,1,1,0,0
342,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,-1.85162681848224,safe,0,1,0,1
343,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,-0.19054004291344662,risky,1,2,1,0
344,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,-0.14147518828965855,risky,1,0,0,0
345,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,-1.9707725926960737,safe,1,4,0,1
346,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0.5602185627715746,risky,0,0,1,0
347,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,-0.28020688648357084,risky,1,4,0,0
348,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0.002179841477284117,risky,1,1,0,1
349,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0.5323623112261158,risky,1,3,1,0
350,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,-1.8199654542622241,safe,0,1,0,0
351,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-2.3418520494230006,safe,1,0,0,0
352,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0.2238585747125042,risky,0,1,0,0
353,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0.8267285268537294,risky,0,3,0,0
354,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,-0.9885960590435623,safe,0,0,0,0
355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.648320397710541,safe,1,3,0,0
356,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,-1.9110630436416463,safe,0,0,0,0
357,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.048806845367097,risky,1,3,0,0
358,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,-1.3548198986980804,safe,0,4,0,1
359,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,2.7809970311177494,risky,1,1,1,0
360,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,-1.6980846080973295,risky,0,3,0,0
361,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0.6014630338882921,risky,1,4,0,1
362,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-2.533912637299049,safe,0,0,0,0
363,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,-1.6125722056661655,safe,0,0,0,0
364,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,-0.025786254397777486,risky,1,2,0,0
365,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.27014870054631,safe,0,1,0,0
366,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0.6503062925974755,risky,1,3,0,0
367,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1.2027747348089664,risky,1,1,0,1
368,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-2.150510666668393,risky,1,0,0,0
369,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1.927437893291041,risky,1,3,0,0
370,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,-1.284066938350802,safe,0,0,1,0
371,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0.04542259680095173,risky,0,3,0,0
372,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.617825302400758,risky,0,4,0,0
373,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,-0.6295339366178472,risky,0,4,0,0
374,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,-2.4974160053280796,safe,0,2,0,1
375,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,-0.20448824361630435,risky,1,2,0,0
376,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,-0.05573731295778461,risky,1,2,0,0
377,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,-2.056235242346925,safe,1,3,0,0
378,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,-0.8839851321954,safe,1,0,0,0
379,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1.215444580785968,risky,1,3,1,0
380,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,-2.095480203696914,safe,1,3,1,0
381,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1.4916215153571515,risky,1,2,0,0
382,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,-2.2183359189282905,safe,1,4,0,0
383,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0.24169335327434327,risky,0,4,0,1
384,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,-0.06761326518124988,risky,0,3,0,1
385,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,-0.6451463784272666,risky,0,3,0,0
386,1,0,0,0,1,1,1,1,0,1,1,1,1,0,0,0.6931588497256644,risky,0,0,0,1
387,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,-1.791972226818953,safe,0,3,0,0
388,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0.6311690253900712,risky,0,1,0,1
389,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,-2.4457087534951096,safe,1,1,0,0
390,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-2.868263494379396,safe,0,3,0,0
391,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,-2.293834076485089,safe,1,4,0,0
392,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1.8051698131325824,risky,0,4,0,1
393,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,-1.6642183823375603,safe,0,2,0,0
394,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-1.6895553762540074,safe,1,2,0,0
395,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,-0.7185211807581215,safe,1,1,1,0
396,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-2.386305360616488,safe,0,3,0,1
397,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1,2.6475557633545836,risky,1,4,0,1
398,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1.2147110186315007,risky,0,4,0,1
399,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-2.92190668269725,safe,0,4,0,0
400,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,-1.4408579378592226,safe,0,1,0,0
401,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,-0.5019850876741228,risky,0,4,0,0
402,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,-1.8066980757030113,safe,1,1,0,0
403,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,-1.5321803003466223,safe,1,4,0,0
404,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1.7959251161863061,risky,1,0,0,0
405,0,1,1,0,1,0,0,1,0,1,1,1,0,0,1,-0.8108546148943703,safe,0,2,0,0
406,0,1,0,0,1,0,0,0,0,1,1,1,0,1,1,-2.2612792474869963,safe,1,1,0,0
407,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0.8770312202941399,risky,1,0,1,1
408,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1.1991086726628253,risky,1,4,0,1
409,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,-2.1408050121661426,safe,0,4,1,0
410,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0.6080732209778241,risky,0,4,0,0
411,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,-2.4630923551440893,safe,0,4,0,1
412,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1.2128241756732527,risky,1,0,0,1
413,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0.2761316011168192,risky,1,3,0,0
414,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-1.6490637933355172,risky,1,2,0,0
415,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0.15622127279800857,risky,0,4,1,0
416,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,-2.114007557026674,safe,1,0,0,0
417,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0.17949697570594952,risky,1,3,1,0
418,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0.21237144373371447,risky,1,4,0,0
419,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0.9220826634521575,risky,0,0,0,0
420,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,-0.9613265340269941,safe,1,4,0,0
421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.9144777488164877,safe,1,4,1,0
422,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1.378641298066138,risky,1,1,1,0
423,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,-0.4481043920901221,risky,1,3,0,0
424,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,-0.7091484276522724,risky,0,1,0,0
425,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-2.526820680210816,safe,1,0,0,0
426,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,-1.546566648311789,safe,0,1,0,0
427,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,-1.905672212348474,safe,1,2,0,0
428,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,-0.2542142786854823,risky,0,3,0,0
429,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,-0.008363622253599767,risky,0,1,0,0
430,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,-0.7676040698264566,risky,1,3,0,0
431,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0.16353680378018226,risky,0,0,0,0
432,0,0,1,1,0,0,1,1,1,1,0,1,1,0,1,-1.5727820927435663,safe,0,0,0,0
433,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,-1.246290694491329,risky,1,4,0,0
434,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,-2.680398239066317,safe,0,0,0,0
435,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0.09224126851320891,risky,1,4,0,1
436,1,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1.1222898074829553,risky,1,4,0,0
437,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1.1782715996087028,risky,0,3,0,0
438,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,-1.3239652026482984,safe,0,1,0,0
439,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.271529659586588,safe,0,3,0,0
440,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,-2.185017449027094,safe,0,2,1,0
441,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.8732851400980979,safe,0,0,0,1
442,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0.9947731706695692,risky,1,0,0,0
443,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,-0.795345075433527,risky,1,1,1,1
444,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,-1.4954973489265648,safe,1,1,0,0
445,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-2.5185713973186052,safe,0,4,0,0
446,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1.3147772082210278,risky,1,0,0,1
447,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0.3578337379752551,risky,1,3,0,0
448,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,2.5070828724479237,risky,1,2,0,1
449,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,-2.404338017185491,safe,1,3,1,0
450,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,-1.7836176883778312,safe,0,3,0,0
451,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0.1493321181889828,risky,0,3,0,0
452,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1.9477684378098437,risky,1,3,0,0
453,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,-1.984702492691778,risky,0,2,0,1
454,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,-1.2326902817234289,safe,0,2,0,0
455,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,-2.3169496258804205,safe,0,0,0,0
456,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,-1.4456876987994058,safe,0,0,0,0
457,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,1.4235771861643287,risky,0,2,0,0
458,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,-0.5361519307447054,risky,1,1,1,0
459,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,2.9535955365065694,risky,1,0,0,0
460,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2.8678131942028635,risky,1,4,0,1
461,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,-2.1677896444449116,safe,0,4,1,0
462,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,-1.7464022008234843,safe,1,4,0,0
463,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-2.0120346035754846,safe,0,3,1,0
464,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-2.8119774387716867,safe,0,4,0,0
465,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,-0.44128127429129094,risky,0,0,0,0
466,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1.6190160489056848,risky,0,2,0,1
467,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0.18351295456366973,risky,1,1,1,0
468,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,-2.8195803412726543,safe,1,2,0,0
469,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.516590294302766,safe,0,0,0,1
470,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1.82648635858136,risky,0,4,1,0
471,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,-1.4434423860822894,safe,1,4,1,1
472,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.6638231302367,safe,1,2,0,0
473,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0.26266619923848367,risky,0,3,0,1
474,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0.45733467508776005,risky,1,2,0,1
475,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,-0.5925112934798527,risky,1,3,0,0
476,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.9118161515504695,safe,1,1,0,0
477,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0.6494722000762563,risky,0,2,1,1
478,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,3.441151307276564,risky,0,1,0,0
479,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,-0.029916367383384435,risky,0,3,0,0
480,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,-2.140441913216086,safe,1,2,0,0
481,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,-1.6616618812165718,safe,0,0,1,0
482,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0.06576733158764758,risky,1,3,0,0
483,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,-0.896115382549421,safe,0,3,0,0
484,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2.4421788490083887,risky,0,2,1,1
485,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-1.7883386862565143,safe,1,4,0,0
486,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,-0.24033352627185878,risky,0,0,0,0
487,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,-1.287988082163131,risky,1,4,0,0
488,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,-1.610446861442,safe,1,1,0,1
489,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0.676847939177499,risky,1,2,0,0
490,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0.6924658318985524,risky,1,2,0,1
491,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0.40635217241596544,risky,0,0,0,0
492,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,-1.6566026718742162,safe,1,1,0,1
493,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0.3988405954884908,risky,0,4,0,1
494,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0.16371836440848703,risky,0,3,0,0
495,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,-0.35489723384436156,risky,1,1,0,0
496,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0.0820285900728186,risky,0,0,0,0
497,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,-2.169433655463786,safe,1,0,0,0
498,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0.19281881525914546,risky,1,3,0,0
499,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,-0.9236556702785872,safe,0,1,0,0
500,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,-0.6786468761590265,safe,1,2,0,1
501,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,-0.6968305199100151,risky,0,3,0,0
502,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,-1.875602590424592,safe,1,0,0,0
503,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2.327205496650791,risky,0,1,0,0
504,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,-1.5297904621230798,safe,0,2,1,0
505,0,1,0,0,1,1,1,1,1,1,0,1,1,1,0,-0.06431678419900644,risky,0,0,0,1
506,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,-2.0312347812996183,risky,1,4,0,1
507,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1.9341139223030812,risky,0,0,0,1
508,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1.356774189708613,risky,1,1,0,0
509,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-2.256894205039503,safe,0,1,0,0
510,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-2.111941106182751,safe,1,2,0,1
511,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,-0.6732440578200816,risky,0,3,0,0
512,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.518594071065715,safe,1,3,0,1
513,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-1.1054820383073598,safe,0,1,1,0
514,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0.6212092725789564,risky,0,2,0,0
515,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,-2.332933575832627,safe,0,1,0,0
516,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0.2515486053349303,risky,0,3,1,0
517,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,-1.8902597162517856,safe,0,2,0,0
518,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,-1.8860454288544808,safe,0,3,0,0
519,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2.4820920722451856,risky,0,1,0,0
520,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,-1.323985978925286,risky,1,3,0,0
521,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,-1.9656714103230621,safe,0,2,0,0
522,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,-2.2481296676773947,safe,1,1,0,0
523,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,-1.055464615811065,risky,1,2,0,0
524,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,-2.009926803258488,safe,1,3,0,0
525,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,-0.4464035708049432,safe,0,3,0,0
526,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,-2.3942895645202387,safe,1,1,0,0
